doc_id,source_number,work_type,date,location,line,category,equipment1,equipment2,equipment3,equipment_full,work_duration_minutes,downtime_minutes,symptom,root_cause,action_taken,prevention,text
doc_000042,Rpt-0042,修理票,2024-10-09,第2工場,B1000 組立ラインC,機械,ユーティリティ,貫流ボイラー,貫流ボイラー #2,ユーティリティ > 貫流ボイラー > 貫流ボイラー #2,173,58,タイミングベルトのサーマルトリップが作動し、主電源が遮断された。,電磁開閉器の接点が溶着しており、遮断不能となっていた。,フィルターを洗浄液で清掃し、エアブロー乾燥後に再装着。,定期点検項目への追加。,"【現象】
タイミングベルトのサーマルトリップが作動し、主電源が遮断された。

【原因】
電磁開閉器の接点が溶着しており、遮断不能となっていた。

【処置】
フィルターを洗浄液で清掃し、エアブロー乾燥後に再装着。

【備考】
定期点検項目への追加。"
doc_000043,Rpt-0043,連絡票,2022-01-04,第3工場,C1000 検査ラインE,機械,組立設備,自動塗布装置,自動塗布装置 #1,組立設備 > 自動塗布装置 > 自動塗布装置 #1,165,0,リニアガイドの継ぎ目から作動油が漏れ、床面に油溜まりができている。,Vベルトの張力が規定値110Nに対し69Nまで低下していた。,配管を分解清掃し、ディストリビューターを交換。給油動作を確認。,定期点検項目への追加。,"【現象】
リニアガイドの継ぎ目から作動油が漏れ、床面に油溜まりができている。

【原因】
Vベルトの張力が規定値110Nに対し69Nまで低下していた。

【処置】
配管を分解清掃し、ディストリビューターを交換。給油動作を確認。

【備考】
定期点検項目への追加。"
doc_000044,Rpt-0044,修理票,2022-05-19,第1工場,A2000 生産ラインB,電気,センサー,流量計,流量計 #4,センサー > 流量計 > 流量計 #4,51,24,ヒーター温度が設定値168℃まで上昇せず、152℃で頭打ちになる。,電磁開閉器の接点が溶着しており、遮断不能となっていた。,シールド線のアース処理をやり直し、フェライトコアを追加。,,"【現象】
ヒーター温度が設定値168℃まで上昇せず、152℃で頭打ちになる。

【原因】
電磁開閉器の接点が溶着しており、遮断不能となっていた。

【処置】
シールド線のアース処理をやり直し、フェライトコアを追加。

【備考】
特になし。"
doc_000045,Rpt-0045,修理票,2025-04-11,第1工場,A2000 生産ラインB,機械,搬送設備,無人搬送車(AGV),無人搬送車(AGV) #1,搬送設備 > 無人搬送車(AGV) > 無人搬送車(AGV) #1,141,34,搬送ベルトがスリップしており、ワークの搬送位置ズレが発生。,PLCプログラムのタイマー設定ミスにより、待機時間が不足していた。,カップリングを交換し、モーターと負荷側の軸心を調整。,定期点検項目への追加。,"【現象】
搬送ベルトがスリップしており、ワークの搬送位置ズレが発生。

【原因】
PLCプログラムのタイマー設定ミスにより、待機時間が不足していた。

【処置】
カップリングを交換し、モーターと負荷側の軸心を調整。

【備考】
定期点検項目への追加。"
doc_000046,Rpt-0046,修理票,2022-07-08,第1工場,A2000 生産ラインB,電気,駆動制御,インバータ,インバータ #1,駆動制御 > インバータ > インバータ #1,64,60,シリンダーの動作速度が低下し、サイクルタイムが基準より200秒遅延している。,光電管内部のベアリング（型式:FX5U-32MT）が摩耗し、回転振れが生じていた。,摺動面をオイルストーンで修正し、カジリを除去。,保全カレンダーへの登録。,"【現象】
シリンダーの動作速度が低下し、サイクルタイムが基準より200秒遅延している。

【原因】
光電管内部のベアリング（型式:FX5U-32MT）が摩耗し、回転振れが生じていた。

【処置】
摺動面をオイルストーンで修正し、カジリを除去。

【備考】
保全カレンダーへの登録。"
doc_000047,Rpt-0047,修理票,2023-06-26,第1工場,A2000 生産ラインB,機械,搬送設備,オーバーヘッドホイスト,オーバーヘッドホイスト #2,搬送設備 > オーバーヘッドホイスト > オーバーヘッドホイスト #2,110,14,油圧ポンプのサーマルトリップが作動し、主電源が遮断された。,アース不良によりノイズが信号線に重畳し、誤検知を引き起こした。,摺動面をオイルストーンで修正し、カジリを除去。,,"【現象】
油圧ポンプのサーマルトリップが作動し、主電源が遮断された。

【原因】
アース不良によりノイズが信号線に重畳し、誤検知を引き起こした。

【処置】
摺動面をオイルストーンで修正し、カジリを除去。

【備考】
特になし。"
doc_000048,Rpt-0048,修理票,2024-09-25,第3工場,C1000 検査ラインE,機械,ユーティリティ,スクリューコンプレッサー,スクリューコンプレッサー #1,ユーティリティ > スクリューコンプレッサー > スクリューコンプレッサー #1,182,26,タッチパネルの画面がフリーズし、操作を受け付けない。,インバータ設定パラメータの誤変更。,摺動面をオイルストーンで修正し、カジリを除去。,定期点検項目への追加。,"【現象】
タッチパネルの画面がフリーズし、操作を受け付けない。

【原因】
インバータ設定パラメータの誤変更。

【処置】
摺動面をオイルストーンで修正し、カジリを除去。

【備考】
定期点検項目への追加。"
doc_000049,Rpt-0049,修理票,2021-05-08,第2工場,B2000 組立ラインD,電気,通信機器,イーサネットユニット,イーサネットユニット #3,通信機器 > イーサネットユニット > イーサネットユニット #3,192,34,製品の内径寸法が規格値(141±0.05)を外れ、129mmとなっている。,リミットスイッチ内部のベアリング（型式:FX5U-32MT）が摩耗し、回転振れが生じていた。,カップリングを交換し、モーターと負荷側の軸心を調整。,保全カレンダーへの登録。,"【現象】
製品の内径寸法が規格値(141±0.05)を外れ、129mmとなっている。

【原因】
リミットスイッチ内部のベアリング（型式:FX5U-32MT）が摩耗し、回転振れが生じていた。

【処置】
カップリングを交換し、モーターと負荷側の軸心を調整。

【備考】
保全カレンダーへの登録。"
doc_000050,Rpt-0050,作業票,2022-05-10,第2工場,B1000 組立ラインC,電気,通信機器,無線LANアダプタ,無線LANアダプタ #2,通信機器 > 無線LANアダプタ > 無線LANアダプタ #2,115,0,ヒーター温度が設定値203℃まで上昇せず、188℃で頭打ちになる。,PLCプログラムのタイマー設定ミスにより、待機時間が不足していた。,パラメータP-623を初期値に戻し、正常動作を確認。,オペレーターへの清掃指導。,"【現象】
ヒーター温度が設定値203℃まで上昇せず、188℃で頭打ちになる。

【原因】
PLCプログラムのタイマー設定ミスにより、待機時間が不足していた。

【処置】
パラメータP-623を初期値に戻し、正常動作を確認。

【備考】
オペレーターへの清掃指導。"
doc_000051,Rpt-0051,修理票,2021-02-18,第1工場,A1000 生産ラインA,電気,制御盤,リモートI/O盤,リモートI/O盤 #3,制御盤 > リモートI/O盤 > リモートI/O盤 #3,221,34,原点復帰動作を行ったが、リミットスイッチ軸が完了位置手前で停止する。,吸気フィルターが切粉と油分で完全に目詰まりしていた。,摺動面をオイルストーンで修正し、カジリを除去。,予備品の在庫発注点見直し。,"【現象】
原点復帰動作を行ったが、リミットスイッチ軸が完了位置手前で停止する。

【原因】
吸気フィルターが切粉と油分で完全に目詰まりしていた。

【処置】
摺動面をオイルストーンで修正し、カジリを除去。

【備考】
予備品の在庫発注点見直し。"
doc_000052,Rpt-0052,作業票,2024-10-02,第3工場,C1000 検査ラインE,電気,制御盤,主制御盤,主制御盤 #3,制御盤 > 主制御盤 > 主制御盤 #3,108,0,エンコーダの過負荷アラーム(OL)が頻発し、装置がチョコ停する。,吸気フィルターが切粉と油分で完全に目詰まりしていた。,エンコーダ（6204ZZ）を予備品と交換し、芯出し調整を実施。,予備品の在庫発注点見直し。,"【現象】
エンコーダの過負荷アラーム(OL)が頻発し、装置がチョコ停する。

【原因】
吸気フィルターが切粉と油分で完全に目詰まりしていた。

【処置】
エンコーダ（6204ZZ）を予備品と交換し、芯出し調整を実施。

【備考】
予備品の在庫発注点見直し。"
